Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Online Surcharge,16,$23.52,$0.00,$0.00,6%,1%,0%
Garlic Bread,14,$55.50,$5.03,$19.88,5%,1%,64%
Large Pepperoni,11,$268.00,$24.39,$50.21,4%,6%,81%
Large Margherita,10,$132.00,$12.00,$22.97,4%,3%,83%
Regular Little Italy [Dine-in],10,$255.58,$23.21,$48.05,4%,6%,81%
Large Hawaiian,10,$220.00,$20.03,$32.63,4%,5%,85%
Regular Sanchez [Dine-in],9,$240.86,$21.87,$30.53,3%,5%,87%
Regular Super House Special,7,$159.00,$14.44,$36.99,3%,4%,77%
Large Super House Special,7,$149.00,$13.56,$51.66,3%,3%,65%
Large BBQ Chicken Pizza,7,$136.00,$12.35,$30.41,3%,3%,78%
Regular Meatlovers,6,$150.00,$13.62,$31.15,2%,3%,79%
Cheesy Garlic Bread,6,$44.00,$4.02,$10.64,2%,1%,76%
Large Tandoori Chicken,6,$150.00,$13.64,$19.81,2%,3%,87%
Delivery Fee - Freshwater / Queenscliff,5,$25.00,$2.25,$0.00,2%,1%,0%
Add Prawns,5,$20.26,$1.82,$0.00,2%,0%,0%
Large Sanchez,5,$112.00,$10.17,$27.45,2%,3%,75%
Add Pepperoni,5,$15.00,$1.35,$0.00,2%,0%,0%
Coke 1.25L,4,$20.00,$1.83,$14.76,1%,0%,26%
Regular Little Italy,4,$89.00,$8.08,$19.22,1%,2%,78%
$45 FEAST,4,$180.00,$16.36,$0.00,1%,4%,0%
Large Meatlovers,4,$90.00,$8.19,$29.00,1%,2%,68%
Add Chilli,4,$4.03,$0.36,$0.00,1%,0%,0%
BBQ Wings [Wings Deal],3,$0.00,$0.00,$0.00,1%,0%,0%
Garlic  Bread.,3,$0.00,$0.00,$0.00,1%,0%,0%
Large Paddock,3,$31.00,$2.82,$15.84,1%,1%,49%
Sprite Can,3,$12.00,$1.08,$5.69,1%,0%,53%
Regular El Patron [Dine-in],3,$80.55,$7.30,$10.92,1%,2%,86%
Under the Bridge Pizza,3,$80.56,$7.33,$12.77,1%,2%,84%
"Regular No Chorizo, No Cry [Dine-in]",3,$80.56,$7.32,$8.73,1%,2%,89%
Large El Patron,3,$85.00,$7.72,$17.56,1%,2%,79%
Add Mushrooms,3,$4.50,$0.42,$0.00,1%,0%,0%
Less Cheese,3,$0.00,$0.00,$0.00,1%,0%,0%
Regular Roma Special,3,$55.50,$5.04,$13.36,1%,1%,76%
Regular New Yorker [Dine-in],3,$74.37,$6.78,$10.76,1%,2%,86%
Large Jimmy Jury,3,$85.00,$7.72,$18.56,1%,2%,78%
Regular Hail Africa [Dine-in],3,$83.71,$7.59,$8.74,1%,2%,90%
Large Uber Margherita,2,$52.00,$4.72,$8.92,1%,1%,83%
Regular Tandoori Chicken,2,$44.50,$4.04,$4.73,1%,1%,89%
Large Hail Africa,2,$54.00,$4.90,$12.49,1%,1%,77%
