Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Side Guac,2,$2.03,$0.18,$0.00,0%,0%,0%
Tommy's Margarita,2,$35.11,$3.19,$9.95,0%,1%,72%
Regular Jimmy Jury [Dine-in],2,$49.49,$4.49,$6.67,0%,1%,87%
Fresh is Best Summer Lager - Pint,2,$24.00,$2.18,$4.26,0%,0%,82%
Vegan Cheese [Pizza],2,$6.10,$0.55,$0.00,0%,0%,0%
Pepsi Max Glass,2,$9.15,$0.84,$0.00,0%,0%,0%
Regular Uber Margherita [Dine-in],2,$47.52,$4.31,$6.39,0%,1%,87%
Sibiliana Nero D'Avola - Regular,2,$36.59,$3.34,$6.54,0%,1%,82%
Choc  Brownie,2,$0.00,$0.00,$3.89,0%,0%,
Add Prawns,2,$7.00,$0.63,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Large,2,$46.76,$4.25,$9.72,0%,1%,79%
Arancini Balls [5pc],2,$45.24,$4.12,$0.00,0%,1%,0%
Amalfi Olives,2,$23.78,$2.18,$0.00,0%,0%,0%
Status Quo - Schooner,2,$27.88,$2.54,$6.21,0%,0%,78%
Cheesy Garlic Bread,2,$12.00,$1.10,$3.55,0%,0%,70%
Ottelia Chardonnay - Regular,2,$32.53,$2.95,$6.92,0%,1%,79%
Regular Hail Africa [Dine-in],2,$54.93,$4.99,$5.82,0%,1%,89%
Under the Bridge Pizza,1,$26.86,$2.45,$4.26,0%,0%,84%
Regular New Yorker [Dine-in],1,$24.79,$2.25,$3.59,0%,0%,86%
Add Mushrooms,1,$1.50,$0.14,$0.00,0%,0%,0%
Geppetto Pinot Noir - Large Glass,1,$24.78,$2.25,$5.85,0%,0%,76%
Large Hawaiian,1,$28.00,$2.55,$3.26,0%,0%,88%
Casa Gheller Prosecco - Glass,1,$16.54,$1.50,$3.35,0%,0%,80%
Super House Special.,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Tandoori Chicken,1,$21.00,$1.91,$2.36,0%,0%,89%
Regular El Patron,1,$23.00,$2.09,$3.64,0%,0%,84%
Philter XPA - Pint,1,$13.50,$1.22,$3.00,0%,0%,78%
Tonic [mixer],1,$0.00,$0.00,$0.80,0%,0%,
Add Lepinja Bread,1,$6.20,$0.57,$0.00,0%,0%,0%
Beef Burrito D,1,$30.00,$2.73,$6.77,0%,1%,77%
Eggplant Parmy,1,$11.60,$1.06,$0.00,0%,0%,0%
Peroni,1,$10.50,$0.95,$2.56,0%,0%,76%
No Burger Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Jalapeños Inside Burrito,1,$0.00,$0.00,$0.00,0%,0%,0%
Meatlovers.,1,$0.00,$0.00,$0.00,0%,0%,0%
No Pickle,1,$0.00,$0.00,$0.00,0%,0%,0%
Pepperoni.,1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Capsicum,1,$1.50,$0.14,$0.00,0%,0%,0%
Side Sour Cream,1,$1.03,$0.09,$0.00,0%,0%,0%
No Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
Biscoff Espresso,1,$23.76,$2.16,$3.25,0%,0%,86%
No Za'atar,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Cosmopolitan,1,$26.00,$2.36,$4.84,0%,0%,81%
Swap for Sweet Potato Fries,1,$2.07,$0.19,$0.00,0%,0%,0%
Flower Child,1,$22.72,$2.06,$2.91,0%,0%,87%
BBQ Wings,1,$17.45,$1.59,$3.14,0%,0%,82%
Regular BBQ Chicken Pizza,1,$21.00,$1.91,$3.11,0%,0%,85%
"No Chorizo, No Cry.",1,$0.00,$0.00,$0.00,0%,0%,0%
Side Chipotle Mayo,1,$1.03,$0.09,$0.00,0%,0%,0%
Fresh is Best Summer Lager - Schooner,1,$8.50,$0.77,$1.59,0%,0%,81%
Axl Rose Pizza,1,$26.88,$2.44,$0.00,0%,0%,0%
Swap Gravy for Aioli,1,$0.00,$0.00,$0.00,0%,0%,0%
A. Rodda Tempranillo - Regular,1,$18.00,$1.64,$5.57,0%,0%,69%
No Chipotle Mayo,1,$0.00,$0.00,$0.00,0%,0%,0%
Eggplant Schnitty,1,$26.85,$2.44,$4.27,0%,0%,84%
Coke Zero 1.25L,1,$7.00,$0.64,$3.98,0%,0%,43%
Cauliflower Tacos,1,$20.67,$1.88,$0.00,0%,0%,0%
No Pineapple,1,$0.00,$0.00,$0.00,0%,0%,0%
Stone & Wood - Pint,1,$17.00,$1.55,$4.35,0%,0%,74%
Open Food,1,$26.00,$2.36,$0.00,0%,0%,0%
Peroni 0%,1,$9.30,$0.85,$1.85,0%,0%,80%
Sweet Potato Fries D,1,$14.00,$1.27,$2.53,0%,0%,82%
Swap Gravy for Tomato Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Pink Lemonade Glass,1,$4.65,$0.42,$0.14,0%,0%,97%
Lepinja Bread D,1,$9.00,$0.82,$0.00,0%,0%,0%
Stow Schnitty,1,$27.78,$2.53,$5.33,0%,0%,81%
Bry Ol San Pell,1,$0.05,$0.00,$2.33,0%,0%,"-4,562%"
No Rice,1,$0.00,$0.00,$0.00,0%,0%,0%
Kids Nuggets D,1,$14.00,$1.27,$2.25,0%,0%,84%
Regular Garlic Cheese Pizza,1,$9.00,$0.82,$1.39,0%,0%,85%
Crankshaft IPA - Schooner,1,$13.50,$1.23,$2.92,0%,0%,78%
Fellr Watermelon Seltzer Tin,1,$12.00,$1.09,$3.41,0%,0%,72%
Regular New Yorker,1,$23.00,$2.09,$3.59,0%,0%,84%
Fish Burrito,1,$29.85,$2.72,$5.67,0%,1%,81%
Add Basil,1,$1.00,$0.09,$0.00,0%,0%,0%
Large Vegetarian,1,$20.00,$1.82,$4.11,0%,0%,79%
Lemon Meringue Martini,1,$17.56,$1.60,$3.50,0%,0%,80%
Coke Can,1,$3.20,$0.29,$1.89,0%,0%,41%
Two Tonne Riesling - Regular,1,$20.00,$1.82,$4.27,0%,0%,79%
Hot Honey,1,$3.10,$0.28,$0.00,0%,0%,0%
Hendrick's Gin,1,$14.46,$1.31,$2.68,0%,0%,81%
Large Sorrento,1,$27.00,$2.45,$7.17,0%,0%,73%
Kids Fried Rice,1,$13.43,$1.22,$0.00,0%,0%,0%
Regular Meatlovers,1,$25.00,$2.27,$5.19,0%,0%,79%
Regular Truffalo Soldier [Dine-in],1,$26.85,$2.43,$3.27,0%,0%,88%
No Beans,1,$0.00,$0.00,$0.00,0%,0%,0%
Buffalo Wings D,1,$16.00,$1.45,$3.90,0%,0%,76%
Coke 1.25L,1,$6.00,$0.55,$3.69,0%,0%,39%
Sour Cream,1,$1.00,$0.09,$0.00,0%,0%,0%
Regular Little Italy [Dine-in],1,$26.90,$2.44,$4.80,0%,0%,82%
Regular El Patron [Dine-in],1,$26.84,$2.43,$3.64,0%,0%,86%
Lemonade Glass,1,$4.05,$0.37,$0.00,0%,0%,0%
Add Jalapenos,1,$1.03,$0.09,$0.00,0%,0%,0%
Solo 1.25L,1,$7.00,$0.64,$3.59,0%,0%,49%
No Zucchini,1,$0.00,$0.00,$0.00,0%,0%,0%
Caramelised Onion Jam,1,$3.00,$0.27,$0.00,0%,0%,0%
Delivery Fee - Freshwater / Queenscliff,1,$5.00,$0.44,$0.00,0%,0%,0%
Side Blue Cheese Dip,1,$1.03,$0.09,$0.00,0%,0%,0%
Large New Yorker,1,$30.00,$2.73,$5.01,0%,1%,83%
No Cheese [dairy-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Rocket Man D,1,$14.00,$1.27,$0.00,0%,0%,0%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.59,$0.00,0%,0%,0%
A. Rodda Chardonnay - Large,1,$44.00,$4.00,$12.57,0%,1%,71%
Bombay Dry [House],1,$7.00,$0.64,$2.15,0%,0%,69%
Large BBQ Chicken Pizza,1,$25.00,$2.27,$4.34,0%,0%,83%
Side Spicy Salsa,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Hail Africa,1,$27.00,$2.45,$6.24,0%,0%,77%
No Cherry Tomatoes,1,$0.00,$0.00,$0.00,0%,0%,0%
Petits Detours Rosé - Large,1,$25.82,$2.34,$5.83,0%,0%,77%
Soda [mixer],1,$0.00,$0.00,$0.00,0%,0%,0%
Archie Rose Signature Gin,1,$13.42,$1.21,$2.64,0%,0%,80%
,471.4,"$5,875.59",$542.34,"$1,123.41",100%,100%,81%
