Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Stow Schnitty,22,$470.95,$42.84,$117.17,7%,9%,75%
Fancy Pants Parmy - Classic,17,$415.84,$37.78,$137.80,5%,8%,67%
Kirin - Schooner,11,$155.83,$14.13,$41.31,3%,3%,73%
Heaps Normal Tin,10,$111.08,$10.09,$26.70,3%,2%,76%
Guinness Draught - Pint,9,$157.50,$14.31,$42.37,3%,3%,73%
Stone & Wood - Schooner,9,$117.00,$10.61,$29.22,3%,2%,75%
Villa Fresco Sangiovese - Regular,8,$96.00,$8.72,$19.30,2%,2%,80%
Side Tomato Sauce,8,$0.00,$0.00,$0.00,2%,0%,0%
Fresh is Best Lager - Schooner,7,$34.55,$3.13,$12.80,2%,1%,63%
Version Two Pinot Grigio - Regular,7,$74.00,$6.73,$12.37,2%,1%,83%
Status Quo - Pint,7,$122.50,$11.13,$29.14,2%,2%,76%
Grifter Pale - Schooner,6,$68.23,$6.23,$14.89,2%,1%,78%
Glaetzer Anaperenna Shiraz Cab - Regular,6,$173.66,$15.81,$45.00,2%,3%,74%
Philter XPA - Schooner,6,$64.50,$5.89,$13.42,2%,1%,79%
Crankshaft IPA - Pint,5,$87.50,$7.95,$20.73,2%,2%,76%
Side Aioli,5,$2.54,$0.27,$0.00,2%,0%,0%
Mulled Wine,5,$75.98,$6.88,$10.33,2%,1%,86%
Stone & Wood - Pint,5,$77.06,$7.03,$21.78,2%,2%,72%
BBQ Wings D,4,$64.00,$5.79,$12.56,1%,1%,80%
Kuku Sauvignon Blanc - Regular,4,$56.00,$5.08,$11.66,1%,1%,79%
Sweet Potato Fries,4,$53.72,$4.87,$10.11,1%,1%,81%
Two Bays Pale Ale Can,4,$73.18,$6.66,$21.64,1%,1%,70%
Side Gravy,4,$6.20,$0.60,$1.35,1%,0%,78%
American Standard Burger,4,$108.48,$9.88,$23.38,1%,2%,78%
Rosemary Salted Fries,4,$51.60,$4.69,$7.42,1%,1%,86%
Version Two Sparkling - Regular,4,$48.00,$4.36,$7.07,1%,1%,85%
Swap Fries for Sweet Potato Fries,4,$8.28,$0.76,$0.00,1%,0%,0%
Fresh is Best Summer Lager - Schooner,3,$25.50,$2.31,$4.76,1%,0%,81%
2 Glasses,3,$0.00,$0.00,$0.00,1%,0%,0%
Regular Little Italy [Dine-in],3,$78.85,$7.16,$14.41,1%,2%,82%
Grifter Pale - Pint,3,$39.00,$3.54,$9.99,1%,1%,74%
Mother's Milk Shiraz - Regular,3,$45.99,$4.17,$9.65,1%,1%,79%
Lemonade Glass,3,$13.50,$1.23,$0.00,1%,0%,0%
Brownie D,3,$0.00,$0.00,$5.84,1%,0%,
Side Chipotle Mayo,3,$3.09,$0.27,$0.00,1%,0%,0%
Fancy Pants Parmy - Mexicali,3,$92.97,$8.46,$0.00,1%,2%,0%
Mother's Milk Shiraz - Large,2,$50.00,$4.54,$10.72,1%,1%,79%
Chicken Burrito,2,$58.74,$5.34,$13.60,1%,1%,77%
Mother's Milk Shiraz - Bottle,2,$130.09,$11.83,$32.16,1%,3%,75%
Classic Margarita,2,$40.00,$3.64,$8.05,1%,1%,80%
Beef Burger D,2,$52.00,$4.73,$0.00,1%,1%,0%
Side BBQ Sauce,2,$0.00,$0.00,$0.00,1%,0%,0%
Beef Cheek,2,$82.42,$7.49,$0.00,1%,2%,0%
Brownie,2,$24.40,$2.22,$5.65,1%,0%,77%
Version Two Pinot Grigio - Large,2,$38.00,$3.46,$5.89,1%,1%,85%
Year Wines Fiano - Regular,2,$36.00,$3.28,$8.55,1%,1%,76%
Garlic Bread,2,$6.50,$0.59,$2.84,1%,0%,56%
San Pellegrino 500ml,2,$18.30,$1.67,$4.66,1%,0%,75%
Pie,2,$66.93,$6.08,$0.00,1%,1%,0%
Arancini Balls [5pc],2,$45.23,$4.11,$0.00,1%,1%,0%
Large Little Italy,2,$62.00,$5.64,$17.68,1%,1%,71%
