Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Kids Nuggets D,3,$39.00,$3.54,$6.74,0%,0%,83%
Davy's Old Fashioned,3,$73.58,$6.68,$14.62,0%,0%,80%
Gin Martini,3,$66.72,$6.07,$12.02,0%,0%,82%
Ottelia Chardonnay - Large,3,$76.64,$6.96,$17.30,0%,0%,77%
Orange,3,$0.00,$0.00,$0.00,0%,0%,0%
Large Tandoori Chicken,3,$55.00,$5.00,$9.64,0%,0%,82%
Fill w Ice,3,$0.00,$0.00,$0.00,0%,0%,0%
Kuku Sauvignon Blanc - Large,3,$70.52,$6.41,$14.57,0%,0%,79%
Large Sanchez,3,$85.00,$7.72,$16.47,0%,1%,81%
Extra Taco,3,$21.46,$1.96,$3.28,0%,0%,85%
Peroni,3,$31.85,$2.89,$7.68,0%,0%,76%
Fish Tacos D,3,$54.00,$4.92,$6.55,0%,0%,88%
One Ice Block,3,$0.00,$0.00,$0.00,0%,0%,0%
Regular Super House Special,3,$72.00,$6.54,$16.58,0%,0%,77%
Regular Meatlovers,3,$64.00,$5.81,$14.94,0%,0%,77%
Large BBQ Chicken Pizza,3,$55.50,$5.04,$12.51,0%,0%,77%
Brownie,3,$37.17,$3.37,$8.47,0%,0%,77%
Large New Yorker,3,$84.00,$7.63,$15.03,0%,1%,82%
Regular Sanchez [Dine-in],3,$80.57,$7.30,$10.18,0%,0%,87%
Old Fashioned,3,$67.44,$6.14,$14.36,0%,0%,79%
Pepsi Max Glass,3,$12.60,$1.15,$0.00,0%,0%,0%
Regular BBQ Chicken Pizza,3,$63.50,$5.77,$8.96,0%,0%,86%
Regular Roma Special,3,$61.00,$5.54,$12.10,0%,0%,80%
Dirty,2,$0.00,$0.00,$0.00,0%,0%,0%
Island Time,2,$49.63,$4.51,$8.66,0%,0%,83%
Send Kids Food ASAP,2,$0.00,$0.00,$0.00,0%,0%,0%
Ottelia Cab Sav - Bottle,2,$140.00,$12.72,$46.08,0%,1%,67%
No Pineapple,2,$0.00,$0.00,$0.00,0%,0%,0%
No Garnish,2,$0.00,$0.00,$0.00,0%,0%,0%
Fries D,2,$26.00,$2.36,$0.00,0%,0%,0%
Side Chipotle Mayo,2,$2.03,$0.18,$0.00,0%,0%,0%
Farmhouse Salad,2,$50.62,$4.60,$0.00,0%,0%,0%
Regular Sorrento,2,$40.00,$3.64,$8.21,0%,0%,79%
Kids Nuggets & Chips,2,$26.45,$2.40,$4.49,0%,0%,83%
Regular Sanchez,2,$39.00,$3.54,$6.79,0%,0%,83%
Pink Lemonade Glass,2,$9.29,$0.84,$0.27,0%,0%,97%
Regular Hail Africa,2,$45.00,$4.09,$5.82,0%,0%,87%
No Spiced Sour Cream,2,$0.00,$0.00,$0.00,0%,0%,0%
Baileys Irish Cream,2,$22.36,$2.03,$3.30,0%,0%,85%
Coke Zero Can,2,$8.00,$0.72,$3.78,0%,0%,53%
Farmhouse Salad D,2,$42.00,$3.82,$0.00,0%,0%,0%
Regular Little Italy,2,$45.14,$4.10,$9.61,0%,0%,79%
Creme Brulee,2,$37.18,$3.38,$0.00,0%,0%,0%
Ottelia Chardonnay - Bottle,2,$124.00,$11.28,$34.59,0%,1%,72%
Lepinja Bread,2,$20.65,$1.88,$0.00,0%,0%,0%
Side Dijon Mustard,2,$2.06,$0.18,$0.00,0%,0%,0%
Side Spicy Salsa,2,$1.00,$0.09,$0.00,0%,0%,0%
$45 FEAST,2,$90.00,$8.18,$0.00,0%,1%,0%
San Pellegrino 500ml,2,$18.29,$1.66,$4.69,0%,0%,74%
Side Blue Cheese Dip,2,$2.00,$0.18,$0.00,0%,0%,0%
Ravensworth Skins Gris - Regular,2,$38.62,$3.52,$8.08,0%,0%,79%
Regular New Yorker,2,$43.50,$3.95,$7.17,0%,0%,84%
Regular Jimmy Jury [Dine-in],2,$38.69,$3.51,$6.67,0%,0%,83%
Mother's Milk Shiraz - Large,2,$51.64,$4.69,$10.72,0%,0%,79%
Lemonade Glass,2,$9.15,$0.84,$0.00,0%,0%,0%
Petits Detours Rosé - Large,2,$51.64,$4.68,$11.59,0%,0%,78%
Sunkissed Spritz,2,$33.05,$2.99,$9.96,0%,0%,70%
Onion Rings,2,$24.79,$2.25,$0.00,0%,0%,0%
"Regular No Chorizo, No Cry",2,$39.00,$3.54,$5.01,0%,0%,87%
Add Olives,2,$3.00,$0.28,$0.00,0%,0%,0%
Add Grilled Chicken,2,$12.20,$1.12,$0.00,0%,0%,0%
Large El Patron,2,$54.00,$4.90,$11.71,0%,0%,78%
Add Pineapple,2,$3.00,$0.28,$0.00,0%,0%,0%
Year Wines Fiano - Regular,2,$36.00,$3.28,$8.55,0%,0%,76%
Delivery Fee - Curl Curl / Manly / Dee Why,2,$13.00,$1.18,$0.00,0%,0%,0%
Add Jalapenos,2,$2.06,$0.18,$0.00,0%,0%,0%
Coke 1.25L,2,$14.00,$1.28,$7.38,0%,0%,47%
Sigurd GSM Red Blend - Regular,2,$40.00,$3.64,$9.24,0%,0%,77%
Regular El Patron,2,$44.50,$4.04,$7.28,0%,0%,84%
Delivery Fee - Freshwater / Queenscliff,2,$10.00,$0.90,$0.00,0%,0%,0%
Add Side Spicy Salsa,2,$2.06,$0.18,$0.00,0%,0%,0%
Southside,2,$42.00,$3.82,$8.47,0%,0%,80%
Large Vegetarian,2,$40.00,$3.64,$8.23,0%,0%,79%
Grifter Omen Stout Tin,2,$26.00,$2.36,$7.01,0%,0%,73%
Pepsi Glass,2,$9.15,$0.83,$0.00,0%,0%,0%
Whispering Angel Rosé - Bottle,2,$223.07,$20.29,$69.21,0%,1%,69%
Large Cosmopolitan,2,$57.00,$5.18,$13.22,0%,0%,77%
Version Two Sparkling - Bottle,1,$50.61,$4.60,$8.83,0%,0%,83%
Quiet Riot Negroni,1,$23.00,$2.09,$4.34,0%,0%,81%
Extra Patty,1,$6.20,$0.57,$0.00,0%,0%,0%
No Tomato,1,$0.00,$0.00,$0.00,0%,0%,0%
Make it Vegan [use vegan cheese],1,$0.00,$0.00,$0.00,0%,0%,0%
Fireball,1,$10.80,$0.98,$1.92,0%,0%,82%
Fish Burrito D,1,$25.00,$2.27,$5.67,0%,0%,77%
Swap Fries for Buffalo Wings & Blue Cheese Dip,1,$2.00,$0.18,$0.00,0%,0%,0%
Add Basil,1,$1.03,$0.09,$0.00,0%,0%,0%
Sigurd GSM Red Blend - Bottle,1,$79.52,$7.23,$23.10,0%,0%,71%
Hugo Spritz,1,$21.69,$1.97,$1.35,0%,0%,94%
Dumplings - Prawn Har Gow [GF],1,$18.00,$1.64,$0.00,0%,0%,0%
No Jalape|os,1,$0.00,$0.00,$0.00,0%,0%,0%
Shredded Beef,1,$26.00,$2.36,$0.00,0%,0%,0%
Bang Bang Cauli,1,$17.56,$1.61,$2.76,0%,0%,84%
Gluten-free El Patron,1,$31.00,$2.82,$8.63,0%,0%,72%
Classic,1,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Parmy D,1,$25.00,$2.27,$0.00,0%,0%,0%
Laphroaig 10yr,1,$18.00,$1.64,$4.38,0%,0%,76%
Cucumber,1,$0.00,$0.00,$0.00,0%,0%,0%
Pie D,1,$28.00,$2.55,$0.00,0%,0%,0%
Regular Garlic Cheese Pizza,1,$13.50,$1.23,$1.39,0%,0%,90%
Casa Gheller Prosecco - Bottle,1,$64.00,$5.82,$16.73,0%,0%,74%
Macallan Sherry Oak 12yr,1,$26.00,$2.36,$5.40,0%,0%,79%
Gluten-free Tandoori Chicken,1,$24.00,$2.18,$6.74,0%,0%,72%
BBQ Ribs,1,$13.20,$1.20,$0.00,0%,0%,0%
Two Bays Pale Ale Can,1,$12.00,$1.09,$5.41,0%,0%,55%
Fish Burrito,1,$29.85,$2.72,$5.67,0%,0%,81%
Sweet Potato Fries D,1,$14.00,$1.27,$2.53,0%,0%,82%
Side Sour Cream,1,$1.03,$0.09,$0.00,0%,0%,0%
Fried Rice,1,$23.00,$2.09,$0.00,0%,0%,0%
Side BBQ Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free Little Italy [Dine-in],1,$31.00,$2.82,$10.77,0%,0%,65%
Fancy Pants Parmy - Mexicali,1,$35.12,$3.20,$0.00,0%,0%,0%
Coke Zero 1.25L,1,$6.00,$0.55,$3.98,0%,0%,34%
Jalapeños Inside Burrito,1,$0.00,$0.00,$0.00,0%,0%,0%
Make It A Burrito Bowl [gluten-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Eggplant Schnitty,1,$26.85,$2.43,$4.27,0%,0%,84%
No Sun-dried Tomatoes,1,$0.00,$0.00,$0.00,0%,0%,0%
Philter Red - Schooner,1,$11.00,$1.00,$2.53,0%,0%,77%
Apple Juice Glass,1,$5.00,$0.45,$0.66,0%,0%,87%
Gluten-free Uber Margherita,1,$24.79,$2.25,$7.63,0%,0%,69%
Double Scoop,1,$3.62,$0.34,$0.00,0%,0%,0%
Regular Truffalo Soldier,1,$18.50,$1.68,$3.27,0%,0%,82%
Stow Schnitty,1,$26.90,$2.45,$5.33,0%,0%,80%
Stow's Irish Coffee,1,$15.49,$1.41,$0.92,0%,0%,94%
Add Bocconcini,1,$3.00,$0.27,$0.00,0%,0%,0%
Gluten-free Sanchez,1,$24.00,$2.18,$8.37,0%,0%,65%
Large Roma Special,1,$25.00,$2.27,$5.63,0%,0%,77%
Belvedere Vodka,1,$14.46,$1.31,$2.65,0%,0%,82%
Chicken Burrito D,1,$25.00,$2.27,$6.80,0%,0%,73%
No Mayo,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free Bubba Gump,1,$25.00,$2.27,$8.40,0%,0%,66%
Cauliflower Tacos,1,$20.66,$1.88,$0.00,0%,0%,0%
Brookie's Byron Dry Gin Tonica,1,$21.00,$1.91,$5.23,0%,0%,75%
"Large No Chorizo, No Cry",1,$27.91,$2.53,$5.60,0%,0%,80%
Grifter Pale Ale 4-pack D,1,$20.00,$1.82,$12.38,0%,0%,38%
Glaetzer Anaperenna Shiraz Cab - Bottle,1,$106.00,$9.64,$37.50,0%,1%,65%
"Regular No Chorizo, No Cry [Dine-in]",1,$26.85,$2.43,$2.50,0%,0%,91%
Btl Version 2 Pinot Grigio D,1,$22.50,$2.04,$8.83,0%,0%,61%
Regular Uber Margherita [Dine-in],1,$23.00,$2.09,$3.19,0%,0%,86%
Mother's Milk Shiraz - Bottle,1,$64.00,$5.82,$16.08,0%,0%,75%
Hahn Super Dry GF,1,$10.50,$0.95,$2.71,0%,0%,74%
Extra Mozzarella,1,$2.50,$0.23,$0.00,0%,0%,0%
Add Onion,1,$1.50,$0.14,$0.00,0%,0%,0%
Sprite 1.25L,1,$6.00,$0.55,$4.27,0%,0%,29%
Solo 1.25L,1,$6.00,$0.55,$3.59,0%,0%,40%
Villa Fresco Sangiovese - Large,1,$19.00,$1.73,$4.02,0%,0%,79%
No Cheese (Make It Dairy-Free),1,$0.00,$0.00,$0.00,0%,0%,0%
French Martini,1,$20.00,$1.82,$3.91,0%,0%,80%
Add Cherry Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
Jala Marg Duo [2 serves],1,$26.00,$2.36,$0.00,0%,0%,0%
Add Capsicum,1,$1.50,$0.14,$0.00,0%,0%,0%
No Cherry Tomatoes,1,$0.00,$0.00,$0.00,0%,0%,0%
Fresh is Best Summer Lager - Pint,1,$9.00,$0.82,$2.13,0%,0%,76%
Boulevardier,1,$14.00,$1.27,$3.48,0%,0%,75%
Regular Tandoori Chicken,1,$19.50,$1.77,$2.30,0%,0%,88%
Manhattan - Perfect,1,$22.72,$2.06,$4.53,0%,0%,80%
Add Side Guac,1,$1.03,$0.09,$0.00,0%,0%,0%
Balvenie 14 Year Caribbean Cask,1,$22.73,$2.07,$5.93,0%,0%,74%
No Glasses Needed,1,$0.00,$0.00,$0.00,0%,0%,0%
Dressing on the Side,1,$0.00,$0.00,$0.00,0%,0%,0%
Eggplant Parmy,1,$29.98,$2.73,$0.00,0%,0%,0%
Rocket Man D,1,$15.00,$1.36,$0.00,0%,0%,0%
Regular New Yorker [Dine-in],1,$24.78,$2.25,$3.59,0%,0%,86%
Vinada Sparkling Rose,1,$12.40,$1.13,$3.05,0%,0%,75%
Regular Hail Africa [Dine-in],1,$27.89,$2.53,$2.91,0%,0%,90%
Chicken,1,$4.00,$0.36,$0.00,0%,0%,0%
Regular Uber Margherita,1,$21.00,$1.91,$3.19,0%,0%,85%
Add Fetta,1,$3.00,$0.27,$0.00,0%,0%,0%
4 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Garlic Cheese Pizza,1,$13.00,$1.18,$2.11,0%,0%,84%
Amaro Montenegro,1,$13.00,$1.18,$1.99,0%,0%,85%
Tonic [mixer],1,$0.00,$0.00,$0.80,0%,0%,
Lemon,1,$0.00,$0.00,$0.00,0%,0%,0%
Side English Mustard,1,$1.03,$0.09,$0.00,0%,0%,0%
Mothers Milk Shiraz D,1,$30.00,$2.73,$16.08,0%,0%,46%
Beef Burrito D,1,$25.00,$2.27,$6.77,0%,0%,73%
Add Ham,1,$3.00,$0.27,$0.00,0%,0%,0%
Easy Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Prawns,1,$4.00,$0.36,$0.00,0%,0%,0%
Add Mushrooms,1,$1.50,$0.14,$0.00,0%,0%,0%
Monteith's Apple Cider Bottle,1,$10.50,$0.95,$3.11,0%,0%,70%
Braulio,1,$12.39,$1.12,$1.60,0%,0%,87%
BBQ Wings,1,$16.90,$1.54,$3.14,0%,0%,81%
Add Baileys,1,$4.13,$0.37,$1.65,0%,0%,60%
Regular Truffalo Soldier [Dine-in],1,$26.92,$2.44,$3.27,0%,0%,88%
3 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free Truffalo Soldier,1,$24.79,$2.25,$7.71,0%,0%,69%
Large Little Italy,1,$0.00,$0.00,$8.84,0%,0%,
Rocket Man,1,$18.00,$1.64,$3.20,0%,0%,82%
No Sugar,1,$0.00,$0.00,$0.00,0%,0%,0%
Geppetto Pinot Noir - Bottle,1,$61.97,$5.63,$17.56,0%,0%,72%
Pie,1,$32.90,$2.99,$0.00,0%,0%,0%
Padrillos Malbec - Large,1,$27.88,$2.53,$6.44,0%,0%,77%
Scorched As,1,$22.72,$2.06,$4.31,0%,0%,81%
Sour Cream,1,$1.00,$0.09,$0.00,0%,0%,0%
,"1,145.1","$16,180.41","$1,475.32","$3,132.48",100%,100%,81%
