Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Large Cosmopolitan,2,$50.00,$4.54,$13.22,0%,0%,74%
Add Ham,2,$6.00,$0.54,$0.00,0%,0%,0%
Jug of Water,2,$0.00,$0.00,$0.00,0%,0%,0%
Patron Silver,2,$30.00,$2.72,$6.56,0%,0%,78%
Coke Can,2,$6.04,$0.56,$3.78,0%,0%,37%
Large Margherita,2,$43.00,$3.91,$4.59,0%,0%,89%
Regular Vegetarian,2,$32.00,$2.90,$4.74,0%,0%,85%
Regular Super House Special,2,$43.50,$3.95,$11.06,0%,0%,75%
Rocket Man D,2,$29.00,$2.63,$0.00,0%,0%,0%
Wolf Lane Navy Gin Tonica,2,$45.44,$4.13,$13.27,0%,0%,71%
Large New Yorker,2,$57.00,$5.18,$10.02,0%,0%,82%
Old Fashioned,2,$45.46,$4.14,$9.58,0%,0%,79%
Cheesy Garlic Bread,2,$14.00,$1.28,$3.55,0%,0%,75%
Large Hail Africa,2,$58.00,$5.27,$12.49,0%,0%,78%
Fresh is Best Summer Lager - Schooner,1,$8.50,$0.77,$1.59,0%,0%,81%
No Mushroom,1,$0.00,$0.00,$0.00,0%,0%,0%
Pepsi [mixer],1,$0.00,$0.00,$0.80,0%,0%,
Extra Taco,1,$7.23,$0.66,$1.09,0%,0%,85%
Mother's Milk Shiraz - Large,1,$25.82,$2.35,$5.36,0%,0%,79%
La Petite Mort Albarino 2025 - Regular,1,$18.08,$1.65,$4.58,0%,0%,75%
"No Chorizo, No Cry.",1,$0.00,$0.00,$0.00,0%,0%,0%
Archie Rose Signature Gin,1,$13.43,$1.22,$2.64,0%,0%,80%
"Large No Chorizo, No Cry",1,$27.00,$2.45,$5.60,0%,0%,79%
Vinada Sparkling Rose,1,$12.40,$1.13,$3.05,0%,0%,75%
Extra Mozzarella,1,$2.58,$0.24,$0.00,0%,0%,0%
A. Rodda Chardonnay - Bottle,1,$115.67,$10.51,$37.70,0%,1%,67%
Add Pesto,1,$1.00,$0.09,$0.00,0%,0%,0%
Regular El Patron [Dine-in],1,$26.85,$2.43,$3.64,0%,0%,86%
Young Henrys Cloudy Cider Can,1,$12.40,$1.13,$2.82,0%,0%,77%
Large El Patron,1,$0.00,$0.00,$5.85,0%,0%,
Kids Fried Rice D,1,$13.00,$1.18,$0.00,0%,0%,0%
Fish Tacos D,1,$18.00,$1.64,$2.18,0%,0%,88%
Extra Arancini Ball,1,$4.13,$0.37,$0.00,0%,0%,0%
Villa Fresco Sangiovese - Large,1,$19.00,$1.73,$4.02,0%,0%,79%
No Mozzarella,1,$0.00,$0.00,$0.00,0%,0%,0%
Petits Detours Rosé - Large,1,$25.82,$2.35,$5.83,0%,0%,77%
Trutta Streamside Shiraz [Chilled] - Bottle,1,$70.22,$6.38,$18.70,0%,1%,73%
Soda [mixer],1,$0.00,$0.00,$0.00,0%,0%,0%
No Ice,1,$0.00,$0.00,$0.00,0%,0%,0%
Kids Margherita Pizza,1,$13.42,$1.22,$0.00,0%,0%,0%
Side Chipotle Mayo,1,$1.00,$0.09,$0.00,0%,0%,0%
Kuku Sauvignon Blanc D,1,$21.11,$1.92,$14.57,0%,0%,31%
Bombay Sapphire Gin Martini,1,$25.82,$2.34,$3.69,0%,0%,86%
Large Hawaiian,1,$28.00,$2.55,$3.26,0%,0%,88%
Gluten-free BBQ Chicken Pizza,1,$30.50,$2.77,$7.42,0%,0%,76%
Under the Bridge Pizza,1,$26.85,$2.44,$4.08,0%,0%,85%
No Pickle,1,$0.00,$0.00,$0.00,0%,0%,0%
Chicken.,1,$2.00,$0.18,$0.00,0%,0%,0%
Daiquiri,1,$21.69,$1.97,$2.49,0%,0%,89%
Add Oregano,1,$0.50,$0.05,$0.00,0%,0%,0%
No Garnish,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Garlic Cheese Pizza,1,$18.00,$1.64,$2.11,0%,0%,88%
Regular Cosmopolitan,1,$26.00,$2.36,$4.73,0%,0%,82%
Pink Lemonade Glass,1,$4.65,$0.43,$0.14,0%,0%,97%
Version Two Pinot Grigio - Bottle,1,$49.00,$4.45,$8.83,0%,0%,82%
Filthy,1,$0.00,$0.00,$0.00,0%,0%,0%
Ottelia Cab Sav - Regular,1,$17.55,$1.60,$4.61,0%,0%,74%
Dirty,1,$0.00,$0.00,$0.00,0%,0%,0%
Das Juice Pink Pet Nat - Regular,1,$16.53,$1.50,$3.30,0%,0%,80%
Virgin Margy,1,$13.42,$1.22,$0.00,0%,0%,0%
No Mayo,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Paddock,1,$25.00,$2.27,$3.10,0%,0%,88%
Large Little Italy,1,$0.00,$0.00,$8.84,0%,0%,
Tandoori Chicken.,1,$0.00,$0.00,$0.00,0%,0%,0%
No Chilli,1,$0.00,$0.00,$0.00,0%,0%,0%
Orange Juice [mixer],1,$0.00,$0.00,$0.48,0%,0%,
Gluten-free Cosmopolitan,1,$32.00,$2.91,$9.17,0%,0%,71%
Large Bubba Gump,1,$25.00,$2.27,$5.53,0%,0%,78%
Buffalo Trace Bourbon [House],1,$11.36,$1.03,$2.29,0%,0%,80%
Cauliflower Tacos D,1,$20.00,$1.82,$0.00,0%,0%,0%
Das Juice Pink Pet Nat - Bottle,1,$65.07,$5.92,$16.50,0%,0%,75%
Add Garlic,1,$1.50,$0.14,$0.00,0%,0%,0%
WINGS DEAL,1,$30.00,$2.73,$0.00,0%,0%,0%
Extra Gravy,1,$0.00,$0.00,$0.34,0%,0%,
Garlic  Bread,1,$0.00,$0.00,$1.42,0%,0%,
Beetle Juice,1,$22.72,$2.07,$3.67,0%,0%,84%
Regular Truffalo Soldier [Dine-in],1,$26.85,$2.43,$3.27,0%,0%,88%
Send Kids Food ASAP,1,$0.00,$0.00,$0.00,0%,0%,0%
Gluten-free Little Italy,1,$31.00,$2.82,$10.77,0%,0%,65%
Ottelia Chardonnay - Large,1,$25.82,$2.34,$5.76,0%,0%,78%
2 Glasses,1,$0.00,$0.00,$0.00,0%,0%,0%
Johnnie Walker Black,1,$17.55,$1.60,$2.34,0%,0%,87%
Hendrick's Gin,1,$14.46,$1.31,$2.68,0%,0%,81%
No Lime,1,$0.00,$0.00,$0.00,0%,0%,0%
Chicken Parmy D,1,$25.00,$2.27,$0.00,0%,0%,0%
Lemon Meringue Martini,1,$24.81,$2.26,$3.50,0%,0%,86%
Cucumber,1,$0.00,$0.00,$0.00,0%,0%,0%
Fish Burrito D,1,$25.00,$2.27,$5.67,0%,0%,77%
Negroni,1,$14.46,$1.31,$3.89,0%,0%,73%
No Jalape|os,1,$0.00,$0.00,$0.00,0%,0%,0%
Swap Fries for Buffalo Wings & Blue Cheese Dip,1,$2.00,$0.18,$0.00,0%,0%,0%
Padrillos Malbec - Regular,1,$18.00,$1.64,$3.87,0%,0%,79%
Hot Honey,1,$3.10,$0.28,$0.00,0%,0%,0%
Regular Super House Special [Dine-in],1,$26.00,$2.36,$5.53,0%,0%,79%
Online Discount,1,-$9.75,$0.00,$0.00,0%,-0%,0%
Regular Sanchez VEGAN [Dine-in],1,$26.85,$2.44,$3.02,0%,0%,89%
Quiet Riot Negroni,1,$23.00,$2.09,$4.36,0%,0%,81%
Hot Chocolate,1,$11.32,$1.03,$0.00,0%,0%,0%
Hawaiian.,1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Red Wine Jus,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Meatlovers,1,$25.00,$2.27,$4.98,0%,0%,80%
Hail Africa.,1,$0.00,$0.00,$0.00,0%,0%,0%
Fish Burrito,1,$29.84,$2.71,$5.67,0%,0%,81%
Dry Ginger Ale [mixer],1,$0.00,$0.00,$0.00,0%,0%,0%
Add Side Guac,1,$1.03,$0.09,$0.00,0%,0%,0%
Gluten-free Margherita,1,$23.00,$2.09,$6.08,0%,0%,74%
4 Pines Kolsch Bottle,1,$11.36,$1.03,$2.65,0%,0%,77%
Gin Martini,1,$22.72,$2.07,$4.06,0%,0%,82%
Gluten-free Base,1,$5.16,$0.46,$4.10,0%,0%,21%
No Pico de Gallo,1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Tandoori Chicken,1,$19.50,$1.77,$2.30,0%,0%,88%
Large Roma Special,1,$25.00,$2.27,$5.63,0%,0%,77%
Regular Sanchez,1,$25.00,$2.27,$3.39,0%,0%,86%
Caramelised Onion Jam,1,$3.00,$0.27,$0.00,0%,0%,0%
Regular Uber Margherita,1,$21.00,$1.91,$3.19,0%,0%,85%
Side Blue Cheese Dip,1,$1.03,$0.09,$0.00,0%,0%,0%
No Burger Sauce,1,$0.00,$0.00,$0.00,0%,0%,0%
Choc  Brownie,1,$0.00,$0.00,$1.95,0%,0%,
Fresh is Best Summer Lager - Pint,1,$9.00,$0.82,$2.13,0%,0%,76%
Sunkist 1.25L,1,$7.00,$0.64,$2.04,0%,0%,71%
Vegan Cheese [make it dairy-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Uber Margherita [Dine-in],1,$23.75,$2.14,$3.19,0%,0%,87%
Add Prawns,1,$4.00,$0.36,$0.00,0%,0%,0%
Grifter Pale Ale 4-pack D,1,$20.00,$1.82,$13.06,0%,0%,35%
Add Cherry Tomatoes,1,$1.50,$0.14,$0.00,0%,0%,0%
Regular Little Italy [Dine-in],1,$26.85,$2.43,$4.80,0%,0%,82%
A. Rodda Tempranillo - Large,1,$28.92,$2.64,$9.29,0%,0%,68%
No Cheese [dairy-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Jack Daniels,1,$12.00,$1.09,$2.26,0%,0%,81%
Cauliflower Burrito,1,$29.85,$2.72,$5.14,0%,0%,83%
Jameson Irish Whiskey,1,$12.00,$1.09,$2.26,0%,0%,81%
No Cheese (Make It Dairy-Free),1,$0.00,$0.00,$0.00,0%,0%,0%
,990.4,"$13,383.15","$1,216.24","$2,639.50",100%,100%,80%
