Product Name,Product Quantity,$ Sales,Total Tax,Cost,% of Quantity,% of Sale Amount,Gross Profit %
Cauliflower Burrito,2,$59.70,$5.44,$10.28,0%,0%,83%
Year Wines Fiano - Regular,2,$37.18,$3.39,$8.55,0%,0%,77%
Side Spicy Salsa,2,$2.06,$0.18,$0.00,0%,0%,0%
Villa Fresco Sangiovese - Large,2,$38.65,$3.52,$8.04,0%,0%,79%
No Salt,2,$0.00,$0.00,$0.00,0%,0%,0%
Large Hail Africa,2,$54.00,$4.90,$12.49,0%,0%,77%
Crankshaft IPA - Schooner,2,$27.00,$2.46,$5.83,0%,0%,78%
No Sugar,2,$0.00,$0.00,$0.00,0%,0%,0%
Orange,2,$0.00,$0.00,$0.00,0%,0%,0%
Fancy Pants Parmy - Classic,2,$59.90,$5.46,$16.21,0%,0%,73%
Kuku Sauvignon Blanc - Regular,2,$28.46,$2.58,$5.83,0%,0%,80%
Oceanside,2,$30.49,$2.76,$7.17,0%,0%,76%
Padrillos Malbec - Regular,2,$36.00,$3.28,$7.73,0%,0%,79%
Sprite 1.25L,2,$0.00,$0.00,$8.53,0%,0%,
No Pineapple,2,$0.00,$0.00,$0.00,0%,0%,0%
Regular El Patron,2,$44.50,$4.04,$7.28,0%,0%,84%
Corona,2,$21.00,$1.90,$5.15,0%,0%,75%
Filthy,2,$0.00,$0.00,$0.00,0%,0%,0%
Large Uber Margherita,2,$52.00,$4.72,$8.92,0%,0%,83%
Large Bubba Gump,2,$31.00,$2.82,$11.60,0%,0%,63%
Beef Burrito,2,$59.72,$5.43,$13.54,0%,0%,77%
Add Garlic,2,$3.00,$0.28,$0.00,0%,0%,0%
Kraken Dark & Stormy,2,$45.46,$4.13,$8.20,0%,0%,82%
Coke Zero Can,2,$8.00,$0.72,$3.78,0%,0%,53%
Add Capsicum,2,$3.05,$0.28,$0.00,0%,0%,0%
Make It A Burrito Bowl [gluten-free],2,$0.00,$0.00,$0.00,0%,0%,0%
Beef Burger D,2,$52.00,$4.72,$0.00,0%,0%,0%
Mezcal Paloma,2,$48.00,$4.36,$10.29,0%,0%,79%
No Glasses Needed,2,$0.00,$0.00,$0.00,0%,0%,0%
Dirty,2,$0.00,$0.00,$0.00,0%,0%,0%
Regular Tandoori Chicken,2,$44.50,$4.04,$4.73,0%,0%,89%
Regular Pepperoni,2,$37.00,$3.36,$4.26,0%,0%,88%
Regular Hail Africa,2,$20.00,$1.81,$5.82,0%,0%,71%
Rooster Rojo Blanco Tequila [House],2,$19.80,$1.80,$4.70,0%,0%,76%
Bombay Sapphire,2,$28.00,$2.55,$4.82,0%,0%,83%
Quiet Riot Negroni,2,$47.50,$4.32,$8.73,0%,0%,82%
Regular Bubba Gump,2,$52.00,$4.72,$8.31,0%,0%,84%
Regular Meatlovers [Dine-in],2,$52.00,$4.72,$10.38,0%,0%,80%
Stow Soda - Grapefruit,2,$18.59,$1.70,$0.17,0%,0%,99%
Jug of Water,2,$0.00,$0.00,$0.00,0%,0%,0%
Hugo Spritz,1,$21.69,$1.98,$1.35,0%,0%,94%
Large Sorrento,1,$27.00,$2.45,$7.17,0%,0%,73%
Regular New Yorker,1,$24.00,$2.18,$3.59,0%,0%,85%
Guinness Draught - Schooner,1,$13.94,$1.27,$3.52,0%,0%,75%
Add Basil,1,$1.00,$0.09,$0.00,0%,0%,0%
Puerto Sunset,1,$23.76,$2.16,$4.84,0%,0%,80%
$60 BANQUET,1,$60.00,$5.45,$0.00,0%,0%,0%
Large Cosmopolitan,1,$0.00,$0.00,$6.76,0%,0%,
Baked Camembert D,1,$21.00,$1.91,$0.00,0%,0%,0%
Regular Garlic Cheese Pizza,1,$9.00,$0.82,$1.39,0%,0%,85%
Crankshaft IPA - Pint,1,$17.50,$1.59,$3.91,0%,0%,78%
Unico Zelo Terra Cotta - Large,1,$28.91,$2.63,$7.30,0%,0%,75%
No Jalape|os,1,$0.00,$0.00,$0.00,0%,0%,0%
"Lemon, Lime & Bitters",1,$5.00,$0.45,$0.00,0%,0%,0%
Grifter Big Sur IPA Tin,1,$12.60,$1.14,$3.66,0%,0%,71%
Asahi 3.5%,1,$10.85,$0.99,$2.47,0%,0%,77%
Chicken Shindig Burger,1,$27.78,$2.53,$4.77,0%,0%,83%
Cucumber,1,$0.00,$0.00,$0.00,0%,0%,0%
Petits Detours Rosé - Large,1,$25.00,$2.27,$5.83,0%,0%,77%
No Bocconcini,1,$0.00,$0.00,$0.00,0%,0%,0%
Vinada Sparkling Rose,1,$12.00,$1.09,$3.05,0%,0%,75%
No Ham,1,$0.00,$0.00,$0.00,0%,0%,0%
No Olives,1,$0.00,$0.00,$0.00,0%,0%,0%
Lime Wedge,1,$0.00,$0.00,$0.00,0%,0%,0%
No Mushroom,1,$0.00,$0.00,$0.00,0%,0%,0%
Brownie,1,$12.40,$1.13,$2.82,0%,0%,77%
No Cherry Tomatoes,1,$0.00,$0.00,$0.00,0%,0%,0%
$21 Custom Cocktail,1,$21.00,$1.91,$0.00,0%,0%,0%
The Paddock.,1,$0.00,$0.00,$0.00,0%,0%,0%
Sanchez.,1,$0.00,$0.00,$0.00,0%,0%,0%
No Zucchini,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Roma Special,1,$25.00,$2.27,$6.22,0%,0%,75%
Add Jalapenos,1,$1.50,$0.14,$0.00,0%,0%,0%
Delivery Fee - Curl Curl / Manly / Dee Why,1,$6.50,$0.59,$0.00,0%,0%,0%
Chicken Schnitty D,1,$22.00,$2.00,$0.00,0%,0%,0%
Veuve Clicquot Yellow Label - Glass,1,$36.00,$3.27,$16.15,0%,0%,55%
Large New Yorker,1,$0.00,$0.00,$5.01,0%,0%,
Grifter Pale Ale 4-pack D,1,$20.00,$1.82,$13.06,0%,0%,35%
Regular Vegetarian,1,$16.00,$1.45,$2.37,0%,0%,85%
Vodka Martini,1,$22.00,$2.00,$3.01,0%,0%,86%
Tonic Glass,1,$4.00,$0.35,$0.00,0%,0%,0%
Regular Uber Margherita [Dine-in],1,$23.77,$2.16,$3.19,0%,0%,87%
Arancini Balls 5pcs D,1,$17.50,$1.59,$0.00,0%,0%,0%
Regular Jimmy Jury [Dine-in],1,$27.89,$2.55,$3.34,0%,0%,88%
Add Anchovies,1,$2.00,$0.18,$0.00,0%,0%,0%
No Cheese [dairy-free],1,$0.00,$0.00,$0.00,0%,0%,0%
Regular Sorrento,1,$24.00,$2.18,$4.11,0%,0%,83%
Feast Deal Pizzas,1,$45.00,$4.09,$0.00,0%,0%,0%
Side Chipotle Mayo,1,$1.03,$0.09,$0.00,0%,0%,0%
Choc  Brownie,1,$0.00,$0.00,$1.95,0%,0%,
Axl Rose Pizza,1,$26.85,$2.43,$0.00,0%,0%,0%
Side Blue Cheese Dip,1,$1.03,$0.09,$0.00,0%,0%,0%
Gluten-free Sanchez,1,$30.50,$2.77,$8.03,0%,0%,74%
Add Grilled Chicken,1,$5.00,$0.45,$0.00,0%,0%,0%
Side Sour Cream,1,$1.03,$0.09,$0.00,0%,0%,0%
Add Pineapple,1,$1.50,$0.14,$0.00,0%,0%,0%
Make it Vegetarian [plant-based patty],1,$4.13,$0.37,$0.00,0%,0%,0%
Lepinja Bread,1,$4.00,$0.36,$0.00,0%,0%,0%
Jalapeños Inside Burrito,1,$1.03,$0.09,$0.00,0%,0%,0%
Add Onion,1,$0.00,$0.00,$0.00,0%,0%,0%
Philter Red - Schooner,1,$11.00,$1.00,$2.53,0%,0%,77%
Add Bocconcini,1,$3.00,$0.27,$0.00,0%,0%,0%
Large Truffalo Soldier,1,$25.00,$2.27,$4.56,0%,0%,82%
Lemonade Glass,1,$4.50,$0.41,$0.00,0%,0%,0%
Gluten-free BBQ Chicken Pizza,1,$30.50,$2.77,$7.21,0%,0%,76%
No Cheese (Make It Dairy-Free),1,$0.00,$0.00,$0.00,0%,0%,0%
No Pickle,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Margherita Wings Deal,1,$30.00,$2.73,$2.30,0%,0%,92%
Make it Dairy-free [vg bun & no cheese],1,$0.00,$0.00,$0.00,0%,0%,0%
Extra Mozzarella,1,$2.50,$0.23,$0.00,0%,0%,0%
Make it Gluten-free [gf/vg bun w sweet pot. fries],1,$2.07,$0.19,$0.00,0%,0%,0%
VB Can D,1,$6.00,$0.55,$2.34,0%,0%,61%
One Ice Cube,1,$0.00,$0.00,$0.00,0%,0%,0%
Pepsi [mixer],1,$0.00,$0.00,$0.80,0%,0%,
Eggplant Schnitty,1,$20.80,$1.89,$4.27,0%,0%,79%
Mother's Milk Shiraz - Large,1,$25.82,$2.35,$5.36,0%,0%,79%
Cauliflower Tacos,1,$20.66,$1.88,$0.00,0%,0%,0%
Onion Rings D,1,$12.90,$1.17,$0.00,0%,0%,0%
Status Quo - Schooner,1,$13.94,$1.27,$3.10,0%,0%,78%
"Large No Chorizo, No Cry",1,$0.00,$0.00,$6.31,0%,0%,
Little Dragon Can,1,$12.91,$1.18,$3.54,0%,0%,73%
Regular Hawaiian,1,$22.00,$2.00,$1.25,0%,0%,94%
Add Lepinja Bread,1,$6.20,$0.57,$0.00,0%,0%,0%
No Onion,1,$0.00,$0.00,$0.00,0%,0%,0%
Add Sour Cream,1,$1.50,$0.14,$0.00,0%,0%,0%
No Char-grilled Capsicum,1,$0.00,$0.00,$0.00,0%,0%,0%
Unico Zelo Terra Cotta - Regular,1,$19.63,$1.79,$4.38,0%,0%,78%
Make it Vegan [patty + cheese + bun],1,$5.16,$0.46,$0.00,0%,0%,0%
Regular Uber Margherita,1,$18.50,$1.68,$3.19,0%,0%,83%
Poor Tom's Strawberry Gin Tonica,1,$21.00,$1.91,$4.45,0%,0%,79%
Add Calabrese,1,$4.00,$0.36,$0.00,0%,0%,0%
Large BBQ Chicken Wings Deal,1,$30.00,$2.73,$4.34,0%,0%,86%
No Za'atar,1,$0.00,$0.00,$0.00,0%,0%,0%
Large Super House Special Wings Deal,1,$30.00,$2.73,$7.38,0%,0%,75%
Davy's Old Fashioned,1,$24.79,$2.25,$4.87,0%,0%,80%
Garlic  Bread,1,$0.00,$0.00,$1.42,0%,0%,
$90 PIZZA PARTY,1,$90.00,$8.18,$0.00,0%,1%,0%
Regular Truffalo Soldier [Dine-in],1,$26.85,$2.44,$3.27,0%,0%,88%
Apple Juice Glass,1,$5.00,$0.45,$0.66,0%,0%,87%
Gluten-free Truffalo Soldier,1,$24.00,$2.18,$7.37,0%,0%,69%
No Rice,1,$0.00,$0.00,$0.00,0%,0%,0%
Btl Fever-Tree Mediterannean Tonic D,1,$7.00,$0.64,$4.31,0%,0%,38%
Bundaberg Ginger Beer D,1,$8.00,$0.73,$3.59,0%,0%,55%
No Chilli,1,$0.00,$0.00,$0.00,0%,0%,0%
Villa Fresco Sangiovese - Bottle,1,$3.84,$0.35,$12.06,0%,0%,-214%
Grifter Pale Ale Cans D,1,$7.00,$0.64,$3.26,0%,0%,53%
Fever-Tree Mediterannean  [mixer],1,$1.03,$0.09,$0.00,0%,0%,0%
Ice,1,$0.00,$0.00,$0.00,0%,0%,0%
Peroni,1,$10.50,$0.95,$2.56,0%,0%,76%
Sour Cream,1,$1.03,$0.09,$0.00,0%,0%,0%
,"1,151.4","$15,794.79","$1,433.36","$3,043.14",100%,100%,81%
